type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,0,1,2,3,4
PAYMENT,11254.15,C1173364038,50586.0,39331.85,M36506628,0.0,0.0,0,0,0,0,1,0,0.0011254149999999998,0.0008825768528643604,0.0008312545014062773,0.0,0.0
CASH_IN,113798.47,C183179144,59306.0,173104.47,C1793640116,235713.53,121915.05,0,1,0,0,0,0,0.011379847,0.0010347151946383142,0.003658456693520592,0.0022368665803722885,0.0011584189633099872
CASH_OUT,191910.5,C1883886522,80729.0,0.0,C386191921,0.0,191910.5,0,0,1,0,0,0,0.019191049999999998,0.0014084835083795308,0.0,0.0,0.0018235054856500592
PAYMENT,3717.03,C899087064,60210.0,56492.97,M1597087042,0.0,0.0,0,0,0,0,1,0,0.00037170300000000003,0.001050487334657082,0.001193944236294753,0.0,0.0
CASH_OUT,123695.48,C229934715,11197.0,0.0,C996340267,2521063.79,2644759.28,0,0,1,0,0,0,0.012369548,0.00019535470330767887,0.0,0.023924309049368958,0.02513011562839918
CASH_OUT,160532.96,C870207604,8664.0,0.0,C702798422,0.0,160532.96,0,0,1,0,0,0,0.016053295999999998,0.00015116130655155218,0.0,0.0,0.001525360692550129
TRANSFER,38866.63,C823934189,146992.0,108125.37,C2049682948,0.0,38866.63,0,0,0,0,0,1,0.0038866629999999994,0.002564577882343693,0.0022851633098549713,0.0,0.0003693050302809443
PAYMENT,4386.08,C1653894145,16921.0,12534.92,M1270528374,0.0,0.0,0,0,0,0,1,0,0.000438608,0.0002952216606831503,0.0002649178382091759,0.0,0.0
CASH_OUT,114040.84,C178654597,145140.0,31099.16,C97835552,79980.54,194021.38,0,0,1,0,0,0,0.011404083999999998,0.002532265931774271,0.0006572616528323495,0.0007589967237185283,0.00184356275849104
PAYMENT,9739.81,C1519235944,94518.0,84778.19,M465053788,0.0,0.0,0,0,0,0,1,0,0.000973981,0.0016490609848383666,0.0017917349948852305,0.0,0.0
CASH_OUT,109154.38,C97993556,13077.0,0.0,C1841368891,831896.5,941050.88,0,0,1,0,0,0,0.010915438,0.00022815517148830193,0.0,0.007894504312835482,0.00894172774264991
PAYMENT,2122.92,C1067957326,99569.0,97446.08,M143023649,0.0,0.0,0,0,0,0,1,0,0.000212292,0.001737186072487477,0.0020594630724056003,0.0,0.0
PAYMENT,16252.59,C1378250149,918.0,0.0,M1842628950,0.0,0.0,0,0,0,0,1,0,0.001625259,1.6016398824368063e-05,0.0,0.0,0.0
PAYMENT,19133.28,C1871957358,5031.0,0.0,M1440670187,0.0,0.0,0,0,0,0,1,0,0.0019133279999999997,8.777614649825242e-05,0.0,0.0,0.0
TRANSFER,707875.34,C888464816,11663.0,0.0,C168180695,0.0,707875.34,0,0,0,0,0,1,0.070787534,0.00020348503212266308,0.0,0.0,0.006726127885896815
CASH_IN,260632.34,C2074444929,150.0,260782.34,C2130612491,99712.18,0.0,0,1,0,0,0,0,0.026063233999999998,2.61705863143269e-06,0.005511474644906413,0.0009462453983785576,0.0
CASH_IN,222987.23,C179101222,5290.0,228277.23,C505516952,433622.7,210635.47,0,1,0,0,0,0,0.022298723,9.229493440185954e-05,0.004824499102026885,0.004114978576413492,0.0020014274102640476
CASH_IN,120935.5,C685750049,15861.0,136796.5,C819496599,93649.76,0.0,0,1,0,0,0,0,0.01209355,0.00027672777968769266,0.0028911100393605644,0.0008887144425009694,0.0
CASH_OUT,30075.14,C999628527,20931.0,0.0,C1290764514,150126.68,180201.82,0,0,1,0,0,0,0.0030075139999999998,0.00036518436143011756,0.0,0.0014246672785997684,0.0017122513218095132
CASH_OUT,338791.47,C1824724112,10619.0,0.0,C1351118277,0.0,338791.47,0,0,1,0,0,0,0.033879147,0.00018527030404789157,0.0,0.0,0.0032191469671354485
PAYMENT,3525.56,C15907520,20164.0,16638.44,M1438741312,0.0,0.0,0,0,0,0,1,0,0.00035255599999999996,0.00035180246829472506,0.0003516432139952293,0.0,0.0
CASH_OUT,38314.83,C1177578865,559.0,0.0,C1559151605,4228662.7,4266977.54,0,0,1,0,0,0,0.003831483,9.752905166472492e-06,0.0,0.040129025573104986,0.040544196129631234
CASH_OUT,262653.43,C849581747,147.0,0.0,C1518473322,428448.87,691102.3,0,0,1,0,0,0,0.026265342999999997,2.5647174588040365e-06,0.0,0.004065880132978668,0.006566752914485518
CASH_IN,216818.08,C663887517,72117.0,288935.08,C1234453383,4221367.47,4004549.39,0,1,0,0,0,0,0.021681807999999997,0.0012582294488202087,0.006106465520034854,0.04005979553703905,0.03805064225366303
TRANSFER,383769.18,C2031559260,70433.0,0.0,C658906729,303352.52,687121.7,0,0,0,0,0,1,0.038376917999999996,0.001228848603917991,0.0,0.0028787448648353634,0.0065289298358307355
PAYMENT,354.19,C1015649258,11107.0,10752.81,M305241286,0.0,0.0,0,0,0,0,1,0,3.5419e-05,0.00019378446812881925,0.0002272540375107307,0.0,0.0
CASH_OUT,129890.76,C627052267,50605.0,0.0,C612267732,299319.57,429210.32,0,0,1,0,0,0,0.012989075999999999,0.0008829083469576752,0.0,0.002840473107268827,0.004078293647390932
PAYMENT,18746.81,C1705364953,300672.0,281925.19,M356713540,0.0,0.0,0,0,0,0,1,0,0.001874681,0.005245841685534198,0.005958315798705629,0.0,0.0
PAYMENT,29219.2,C185236870,29033.0,0.0,M775433562,0.0,0.0,0,0,0,0,1,0,0.0029219199999999997,0.0005065404216425686,0.0,0.0,0.0
CASH_IN,40966.06,C1698231873,20528.0,61494.06,C1618627322,865574.48,824608.42,0,1,0,0,0,0,0.004096605999999999,0.00035815319724033507,0.001299639202955053,0.00821410051062882,0.007835308528627814
CASH_OUT,90992.92,C1750384518,288594.0,197601.08,C402804509,5463955.27,5554948.19,0,0,1,0,0,0,0.009099292,0.005035116124531239,0.004176177505831582,0.05185166477338846,0.052782304756471735
CASH_IN,135363.14,C812259655,3325.0,138688.14,C1088819,0.0,0.0,0,1,0,0,0,0,0.013536314,5.80114663300913e-05,0.0029310886893615224,0.0,0.0
PAYMENT,22277.89,C1599578349,21076.0,0.0,M2105528248,0.0,0.0,0,0,0,0,1,0,0.002227789,0.0003677141847738358,0.0,0.0,0.0
CASH_OUT,1143.38,C807069470,62408.0,61264.62,C847642417,1239075.06,1240218.44,0,0,1,0,0,0,0.000114338,0.0010888359671363422,0.0012947901294229752,0.011758534150698895,0.011784374115769377
CASH_IN,73529.43,C1348104315,11363.0,84892.43,C1002314184,822895.21,749365.77,0,1,0,0,0,0,0.007352942999999999,0.00019825091485979772,0.0017941493871459718,0.007809084164143807,0.007120363879794908
TRANSFER,312838.69,C845734485,51486.0,0.0,C1587618837,739524.83,1052363.52,0,0,0,0,0,1,0.031283869,0.0008982792046529566,0.0,0.0070179186471922,0.009999404157761071
PAYMENT,6136.17,C837413295,13612.0,7475.83,M1454164635,0.0,0.0,0,0,0,0,1,0,0.000613617,0.00023748934727374518,0.00015799707715879346,0.0,0.0
CASH_IN,24132.7,C1442226589,31302.0,55434.7,C1626515437,0.0,0.0,0,1,0,0,0,0,0.00241327,0.0005461277952073738,0.0011715783495845368,0.0,0.0
CASH_IN,143571.54,C553229116,24648.0,168219.54,C141922192,410191.51,266619.96,0,1,0,0,0,0,0.014357154,0.00043003507431701966,0.003555216697142223,0.0038926220326488915,0.0025333838411332335
CASH_IN,288983.81,C1587784221,231.0,289214.81,C1824613712,15056.7,0.0,0,1,0,0,0,0,0.028898380999999997,4.0302702924063425e-06,0.006112377441840677,0.0001428845812995607,0.0
CASH_OUT,187046.64,C1860918080,626.0,0.0,C2119045971,3627701.39,3814748.03,0,0,1,0,0,0,0.018704664,1.092185802184576e-05,0.0,0.03442604250532881,0.03624717750762859
CASH_OUT,283147.44,C250733897,21417.0,0.0,C1238415826,0.0,283147.44,0,0,1,0,0,0,0.028314744,0.0003736636313959595,0.0,0.0,0.0026904255373612755
PAYMENT,18238.87,C1648209872,256312.0,238073.13,M554504904,0.0,0.0,0,0,0,0,1,0,0.0018238869999999997,0.004471890212931838,0.005031529434195998,0.0,0.0
PAYMENT,20867.33,C352873714,157308.0,136440.67,M349309111,0.0,0.0,0,0,0,0,1,0,0.002086733,0.0027445617279560908,0.002883589790777409,0.0,0.0
CASH_IN,157717.55,C454981330,16762.0,174479.55,C1391859568,271450.65,113733.1,0,1,0,0,0,0,0.015771755,0.00029244757853383167,0.0036875181650708427,0.0025760035378764004,0.00108067527180632
TRANSFER,422338.21,C1380760619,107253.0,0.0,C904078112,1249402.58,1671740.79,0,0,0,0,0,1,0.042233821,0.001871249262647002,0.0,0.011856539913652453,0.015884636333863774
CASH_IN,176622.67,C83178860,111279.0,287901.67,C670215349,0.0,0.0,0,1,0,0,0,0,0.017662267,0.0019414911163146554,0.006084625034161489,0.0,0.0
CASH_OUT,194433.81,C6689525,61863.0,0.0,C764418330,431608.61,626042.42,0,0,1,0,0,0,0.019443381,0.0010793273207754701,0.0,0.00409586533072555,0.0059485634559841094
CASH_OUT,195224.35,C1747344589,150.0,0.0,C119090572,264939.75,460164.1,0,0,1,0,0,0,0.019522435,2.61705863143269e-06,0.0,0.002514216611100725,0.004372411934986478
PAYMENT,4764.21,C1597769734,113004.0,108239.79,M1926170840,0.0,0.0,0,0,0,0,1,0,0.000476421,0.001971587290576131,0.0022875815063051995,0.0,0.0
CASH_OUT,100766.96,C1108237774,199849.0,99082.04,C1578069483,97187.66,197954.63,0,0,1,0,0,0,0.010076696,0.0034867770028879446,0.002094038082584898,0.0009222882907000912,0.0018809359243753094
CASH_OUT,602.74,C404009334,7068.0,6465.26,C1935021992,0.0,602.74,0,0,1,0,0,0,6.0274e-05,0.00012331580271310837,0.00013663930066248978,0.0,5.727147271361998e-06
PAYMENT,5041.76,C668464714,489292.0,484250.24,M768910240,0.0,0.0,0,0,0,0,1,0,0.000504176,0.008536705679273091,0.010234331510139243,0.0,0.0
PAYMENT,6890.2,C495217657,207437.0,200546.8,M547808830,0.0,0.0,0,0,0,0,1,0,0.0006890199999999999,0.003619165275523353,0.004238433489465266,0.0,0.0
CASH_IN,182184.56,C953885126,1126.0,183310.56,C542702403,0.0,0.0,0,1,0,0,0,0,0.018218455999999997,1.964538679328806e-05,0.0038741561394977733,0.0,0.0
CASH_OUT,24624.82,C815418590,21653.0,0.0,C182607676,7267792.39,7292417.22,0,0,1,0,0,0,0.0024624819999999998,0.00037778113697608027,0.0,0.06896965952813587,0.06929148120774505
CASH_OUT,36970.07,C251601559,59569.0,22598.93,C102912158,62236.47,99206.54,0,0,1,0,0,0,0.003697007,0.0010393037707720927,0.00047761451061837577,0.0005906096261141333,0.0009426460245914737
CASH_IN,76859.9,C427795040,15497.0,92356.9,C1908682936,3937685.73,3860825.84,0,1,0,0,0,0,0.007685989999999999,0.00027037705074208266,0.0019519063776793975,0.037367721799617774,0.03668500211494159
PAYMENT,24592.07,C2018207128,103466.0,78873.93,M450181875,0.0,0.0,0,0,0,0,1,0,0.0024592069999999997,0.001805177255732098,0.0016669520847888827,0.0,0.0
PAYMENT,6437.71,C1841911972,10510.0,4072.29,M155294687,0.0,0.0,0,0,0,0,1,0,0.000643771,0.00018336857477571714,8.606534891015218e-05,0.0,0.0
PAYMENT,4615.35,C713377994,27829.0,23213.65,M431287755,0.0,0.0,0,0,0,0,1,0,0.000461535,0.00048553416436093554,0.0004906062404023668,0.0,0.0
CASH_IN,60683.02,C1050647073,61110.0,121793.02,C1174256228,731589.88,670906.86,0,1,0,0,0,0,0.006068301999999999,0.001066189686445678,0.002574020701158597,0.006942617817104402,0.006374858799129054
PAYMENT,8462.25,C998596942,436116.0,427653.75,M994487788,0.0,0.0,0,0,0,0,1,0,0.0008462249999999999,0.00760894094737266,0.009038199442202051,0.0,0.0
PAYMENT,9522.78,C86169082,90.0,0.0,M1202588141,0.0,0.0,0,0,0,0,1,0,0.000952278,1.570235178859614e-06,0.0,0.0,0.0
PAYMENT,7222.98,C1471254343,133.0,0.0,M1494638992,0.0,0.0,0,0,0,0,1,0,0.0007222979999999999,2.320458653203652e-06,0.0,0.0,0.0
CASH_OUT,133461.82,C1250488909,99543.0,0.0,C467504438,0.0,133461.82,0,0,1,0,0,0,0.013346182,0.0017367324489913618,0.0,0.0,0.0012681346820254276
CASH_IN,76424.02,C2111728528,772.0,77196.02,C1368218440,1541718.34,1465294.31,0,1,0,0,0,0,0.007642402,1.3469128423106912e-05,0.001631490487115379,0.014630548492880497,0.013923012093537449
CASH_OUT,87213.36,C651040987,49173.0,0.0,C560844882,0.0,87213.36,0,0,1,0,0,0,0.008721336,0.0008579241605562645,0.0,0.0,0.0008286885833863882
PAYMENT,13554.7,C1287583603,90527.0,76972.3,M1093234227,0.0,0.0,0,0,0,0,1,0,0.0013554700000000001,0.0015794297781847142,0.0016267623022714266,0.0,0.0
CASH_IN,70358.98,C1327828845,16898.0,87256.98,C184675835,40397.01,0.0,0,1,0,0,0,0,0.007035898,0.00029482037835966397,0.001844122699647169,0.00038335822986472246,0.0
PAYMENT,3301.16,C435936914,70048.0,66746.84,M583382961,0.0,0.0,0,0,0,0,1,0,0.000330116,0.0012221314867639805,0.0014106534832367297,0.0,0.0
PAYMENT,15977.64,C680992044,29356.0,13378.36,M1328423220,0.0,0.0,0,0,0,0,1,0,0.0015977639999999998,0.0005121758212289203,0.0002827434247672989,0.0,0.0
CASH_OUT,48575.31,C149321997,26429.0,0.0,C1150600761,34132.48,82707.79,0,0,1,0,0,0,0.004857530999999999,0.0004611082838008971,0.0,0.00032390929709136994,0.0007858773166189089
PAYMENT,17492.98,C126959519,2073.0,0.0,M394214460,0.0,0.0,0,0,0,0,1,0,0.0017492979999999998,3.6167750286399776e-05,0.0,0.0,0.0
PAYMENT,8209.57,C702974054,84340.0,76130.43,M317960774,0.0,0.0,0,0,0,0,1,0,0.000820957,0.0014714848331668872,0.0016089698966993797,0.0,0.0
CASH_OUT,179155.43,C470817344,20739.0,0.0,C911140448,284225.93,463381.35,0,0,1,0,0,0,0.017915543,0.0003618345263818837,0.0,0.002697237973960313,0.004402981773654543
PAYMENT,633.75,C1927301922,53068.0,52434.25,M1868056736,0.0,0.0,0,0,0,0,1,0,6.3375e-05,0.0009258804496858,0.0011081656810031082,0.0,0.0
PAYMENT,10592.29,C1622587023,33561.0,22968.71,M2087215811,0.0,0.0,0,0,0,0,1,0,0.001059229,0.00058554069819675,0.0004854295838867324,0.0,0.0
CASH_OUT,74133.26,C203525943,117544.0,43410.74,C1272389165,0.0,74133.26,0,0,1,0,0,0,0.007413325999999999,0.0020507969318208277,0.0009174593372642665,0.0,0.000704403387407787
CASH_OUT,232133.56,C554814299,20515.0,0.0,C538466208,345996.02,578129.58,0,0,1,0,0,0,0.023213355999999997,0.0003579263854922776,0.0,0.003283421762339319,0.005493302662160563
PAYMENT,10058.51,C1959138104,13361.0,3302.49,M1267144985,0.0,0.0,0,0,0,0,1,0,0.0010058509999999999,0.00023311013583048114,6.979609853971315e-05,0.0,0.0
CASH_IN,52411.33,C1264549737,82346.0,134757.33,C659226919,1462021.45,1409610.11,0,1,0,0,0,0,0.005241133,0.0014366954004263754,0.0028480134333877297,0.01387424354169417,0.013393908974302
PAYMENT,1471.31,C1681604170,144.0,0.0,M539012646,0.0,0.0,0,0,0,0,1,0,0.000147131,2.5123762861753824e-06,0.0,0.0,0.0
CASH_OUT,114490.95,C1394353386,70789.0,0.0,C1831439983,0.0,114490.95,0,0,1,0,0,0,0.011449095,0.001235059756403258,0.0,0.0,0.001087876251597941
CASH_OUT,78157.33,C1669901783,90167.0,12009.67,C1081772952,0.0,78157.33,0,0,1,0,0,0,0.007815733,0.0015731488374692757,0.0002538170019438172,0.0,0.0007426395116409053
CASH_OUT,26040.76,C1585190530,425.0,0.0,C146317217,328327.48,354368.24,0,0,1,0,0,0,0.002604076,7.414999455725955e-06,0.0,0.003115751426869094,0.003367155156076175
PAYMENT,20675.07,C2072560373,41274.0,20598.93,M1233224218,0.0,0.0,0,0,0,0,1,0,0.0020675069999999997,0.000720109853025019,0.00043534573854656745,0.0,0.0
CASH_IN,148738.26,C1874950376,69950.0,218688.26,C221816443,3247761.23,3099022.98,0,1,0,0,0,0,0.014873826,0.0012204216751247779,0.00462184210836018,0.030820498748696343,0.029446462826086088
CASH_OUT,176240.93,C1362602900,69200.0,0.0,C161402474,423736.8,599977.72,0,0,1,0,0,0,0.017624092999999997,0.0012073363819676143,0.0,0.004021163684553434,0.005700900491050855
CASH_IN,298354.19,C1821721645,10526.0,308880.19,C1986092083,771627.72,473273.53,0,1,0,0,0,0,0.029835419,0.0001836477276964033,0.006527993174303426,0.007322567607200426,0.004496975820332749
CASH_IN,357792.5,C692165367,605.0,358397.5,C1782247167,214646.08,0.0,0,1,0,0,0,0,0.03577925,1.0555469813445183e-05,0.007574511119302964,0.0020369413794783723,0.0
PAYMENT,13275.52,C1302573327,25902.0,12626.48,M564451364,0.0,0.0,0,0,0,0,1,0,0.001327552,0.0004519136844757969,0.00026685290259462327,0.0,0.0
PAYMENT,17001.85,C1733706769,9028.0,0.0,M1113979950,0.0,0.0,0,0,0,0,1,0,0.0017001849999999997,0.00015751203549716218,0.0,0.0,0.0
CASH_OUT,107868.6,C303957668,124973.0,17104.4,C599029060,0.0,107868.6,0,0,1,0,0,0,0.01078686,0.0021804111223069174,0.0003614909925125193,0.0,0.001024951651052923
PAYMENT,18486.0,C360483131,19053.0,567.0,M1088364873,0.0,0.0,0,0,0,0,1,0,0.0018486,0.0003324187873645803,1.1983196882357663e-05,0.0,0.0
CASH_OUT,210666.44,C766910960,51568.0,0.0,C932167112,0.0,210666.44,0,0,1,0,0,0,0.021066644,0.0008997098633714731,0.0,0.0,0.0020017216826717092
CASH_OUT,137648.03,C1342126532,65837.0,0.0,C1737479839,58954.89,196602.92,0,0,1,0,0,0,0.013764802999999999,0.0011486619274508935,0.0,0.0005594681951032867,0.001868092173772773
CASH_OUT,137972.96,C1052460113,21531.0,0.0,C1741196129,1707955.73,1845928.68,0,0,1,0,0,0,0.013797295999999999,0.00037565259595584834,0.0,0.01620810266255126,0.017539744172928386
CASH_OUT,315488.81,C131592102,52978.0,0.0,C58314955,467211.01,782699.82,0,0,1,0,0,0,0.031548881,0.0009243102145069403,0.0,0.004433723826761167,0.007437099144587263
CASH_OUT,110159.18,C460519181,52880.0,0.0,C428881824,695.75,110854.93,0,0,1,0,0,0,0.011015918,0.0009226004028677376,0.0,6.602505691098936e-06,0.0010533273216752253
CASH_OUT,7595.88,C762698942,185872.0,178276.12,C1973435097,190795.43,198391.3,0,0,1,0,0,0,0.000759588,0.0032429194796110465,0.0037677563410631757,0.0018106042578665737,0.0018850850988103652
CASH_OUT,211381.59,C1233685645,41642.0,0.0,C1849156860,0.0,211381.59,0,0,1,0,0,0,0.021138159,0.0007265303702008005,0.0,0.0,0.002008516933312308
CASH_OUT,8256.68,C1905979589,5684.0,0.0,C822311345,450305.26,458561.94,0,0,1,0,0,0,0.000825668,9.916907507375608e-05,0.0,0.00427329219099071,0.004357188445136318
PAYMENT,15972.41,C2111617892,305212.0,289239.59,M2127497293,0.0,0.0,0,0,0,0,1,0,0.001597241,0.005325051326778895,0.006112901151926647,0.0,0.0
CASH_IN,216348.59,C1932402685,241926.0,458274.59,C217901482,102637.18,0.0,0,1,0,0,0,0,0.021634859,0.0042208968431199,0.009685352095505709,0.0009740029681183555,0.0
CASH_IN,6183.34,C1427424645,31362.0,37545.34,C478620687,0.0,0.0,0,1,0,0,0,0,0.000618334,0.0005471746186599468,0.0007934977094092742,0.0,0.0
CASH_IN,7690.24,C1300972504,41708.0,49398.24,C1774876513,361381.78,353691.53,0,1,0,0,0,0,0.000769024,0.0007276818759986309,0.0010440014736542427,0.003429429046510189,0.003360725156690033
CASH_IN,287886.12,C1266722628,227422.0,515308.12,C112023229,7004998.18,6717112.06,0,1,0,0,0,0,0.028788611999999998,0.003967844720517901,0.01089072073551603,0.06647580359265208,0.06382501577108167
CASH_OUT,79889.19,C1221761086,166.0,0.0,C1335352607,0.0,79889.19,0,0,1,0,0,0,0.007988919,2.8962115521188437e-06,0.0,0.0,0.0007590953919099782
CASH_OUT,228224.88,C999900236,298795.0,70570.12,C2079907770,0.0,228224.88,0,0,1,0,0,0,0.022822488,0.005213093558526204,0.0014914561586800814,0.0,0.0021685594099427937
CASH_IN,196322.91,C739988836,9906.0,206228.91,C762040802,0.0,0.0,0,1,0,0,0,0,0.019632291,0.00017283055201981485,0.004358521395703738,0.0,0.0
CASH_OUT,99090.33,C1651469604,10499.0,0.0,C2093920385,0.0,99090.33,0,0,1,0,0,0,0.009909033,0.00018317665714274542,0.0,0.0,0.0009415418141783522
PAYMENT,535.36,C1050675775,48828.0,48292.64,M1340772995,0.0,0.0,0,0,0,0,1,0,5.3536e-05,0.0008519049257039693,0.001020635296452947,0.0,0.0
PAYMENT,12993.65,C967593583,30226.0,17232.35,M540213811,0.0,0.0,0,0,0,0,1,0,0.0012993649999999998,0.00052735476129123,0.00036419513720581316,0.0,0.0
PAYMENT,16532.77,C519837176,29732.0,13199.23,M85586478,0.0,0.0,0,0,0,0,1,0,0.0016532769999999999,0.0005187359148650449,0.0002789576221966874,0.0,0.0
PAYMENT,727.52,C1587354580,797.0,69.48,M1720166574,0.0,0.0,0,0,0,0,1,0,7.2752e-05,1.3905304861679026e-05,1.4684171417746216e-06,0.0,0.0
TRANSFER,635246.4,C413803091,5080.0,0.0,C75463342,0.0,635246.4,0,0,0,0,0,1,0.06352464,8.863105231785377e-05,0.0,0.0,0.0060360183269776895
CASH_IN,174140.92,C1390947306,30149.0,204289.92,C1831094942,55808.75,0.0,0,1,0,0,0,0,0.017414092,0.0005260113378604278,0.00431754203252398,0.0005296120581934858,0.0
CASH_IN,101585.64,C1679673816,150.0,101735.64,C1530715857,0.0,0.0,0,1,0,0,0,0,0.010158564,2.61705863143269e-06,0.0021501202893697735,0.0,0.0
CASH_IN,187675.05,C1065672493,272.0,187947.05,C194725225,0.0,0.0,0,1,0,0,0,0,0.018767504999999997,4.745599651664611e-06,0.003972145509009382,0.0,0.0
CASH_OUT,83734.5,C1987435060,69633.0,0.0,C363032784,170680.75,254415.25,0,0,1,0,0,0,0.00837345,0.0012148909578836833,0.0,0.0016197206226892342,0.0024174164728247346
CASH_OUT,76959.62,C1699813483,20607.0,0.0,C1389943806,0.0,76959.62,0,0,1,0,0,0,0.007695961999999999,0.000359531514786223,0.0,0.0,0.0007312590465010721
CASH_OUT,226062.7,C1871207952,10655.0,0.0,C543601954,0.0,226062.7,0,0,1,0,0,0,0.02260627,0.0001858983981194354,0.0,0.0,0.0021480146920093675
TRANSFER,532497.87,C1995217275,2426.0,0.0,C1514275236,2135976.77,2668474.64,0,0,0,0,0,1,0.053249787,4.232656159903804e-05,0.0,0.020269922788329318,0.025355455508469144
CASH_OUT,98619.45,C781208040,297884.0,199264.55,C910382142,0.0,98619.45,0,0,1,0,0,0,0.009861944999999999,0.0051971992891046365,0.004211333922970728,0.0,0.0009370675813297956
CASH_IN,144283.4,C1131384337,5463.0,149746.4,C685756592,19303.3,0.0,0,1,0,0,0,0,0.01442834,9.531327535677857e-05,0.00316479822508692,0.00018318382767803102,0.0
CASH_OUT,37766.16,C1849307314,5012.0,0.0,C1291424086,19714485.04,19752251.2,0,0,1,0,0,0,0.003776616,8.744465240493762e-05,0.0,0.18708587807931704,0.1876830002378086
PAYMENT,23260.8,C2081377103,19264.0,0.0,M1358725679,0.0,0.0,0,0,0,0,1,0,0.00232608,0.00033610011650612895,0.0,0.0,0.0
CASH_IN,62367.87,C1868333351,120834.0,183201.87,C1196187420,0.0,0.0,0,1,0,0,0,0,0.006236787,0.002108197751136918,0.0038718590430795305,0.0,0.0
CASH_OUT,66850.0,C1356633054,10524.0,0.0,C207583713,0.0,66850.0,0,0,1,0,0,0,0.006685,0.00018361283358131754,0.0,0.0,0.0006351989167643588
CASH_OUT,91757.76,C1443889081,327022.0,235264.24,C474543633,391335.25,483093.02,0,0,1,0,0,0,0.009175775999999998,0.005705571651789208,0.004972165268603607,0.003713680510603845,0.004590279177268852
TRANSFER,307691.18,C1658253997,390.0,0.0,C1853033548,0.0,307691.18,0,0,0,0,0,1,0.030769117999999998,6.804352441724994e-06,0.0,0.0,0.002923636562961067
